state,state_code,job_title,avg_hourly,avg_annually
New Mexico,NM,Software Quality Assurance Analysts and Testers,59.17,"123,060"
New York,NY,Software Quality Assurance Analysts and Testers,59.58,"123,920"
North Carolina,NC,Software Quality Assurance Analysts and Testers,48.12,"100,100"
North Dakota,ND,Software Quality Assurance Analysts and Testers,39.15,"81,430"
Ohio,OH,Software Quality Assurance Analysts and Testers,42.74,"88,900"
Oklahoma,OK,Software Quality Assurance Analysts and Testers,34.78,"72,340"
Oregon,OR,Software Quality Assurance Analysts and Testers,47.04,"97,840"
Pennsylvania,PA,Software Quality Assurance Analysts and Testers,45.06,"93,720"
Rhode Island,RI,Software Quality Assurance Analysts and Testers,48.95,"101,820"
South Carolina,SC,Software Quality Assurance Analysts and Testers,42.46,"88,310"
South Dakota,SD,Software Quality Assurance Analysts and Testers,32.82,"68,260"
Tennessee,TN,Software Quality Assurance Analysts and Testers,40.53,"84,300"
Texas,TX,Software Quality Assurance Analysts and Testers,49.95,"103,890"
Utah,UT,Software Quality Assurance Analysts and Testers,40.64,"84,520"
Vermont,VT,Software Quality Assurance Analysts and Testers,34.25,"71,230"
Virginia,VA,Software Quality Assurance Analysts and Testers,54.97,"114,330"
Washington,WA,Software Quality Assurance Analysts and Testers,59.27,"123,280"
West Virginia,WV,Software Quality Assurance Analysts and Testers,30.55,"63,530"
Wisconsin,WI,Software Quality Assurance Analysts and Testers,42.44,"88,280"
